appointment_type	location	ut	time_str	is_available
One Day Service	HEAD OFFICE - BATTARAMULLA	1678420860.0	2023-03-10 09:31:00	True
One Day Service	HEAD OFFICE - BATTARAMULLA	1678421760.0	2023-03-10 09:46:00	True
One Day Service	HEAD OFFICE - BATTARAMULLA	1678422660.0	2023-03-10 10:01:00	True
One Day Service	HEAD OFFICE - BATTARAMULLA	1678423560.0	2023-03-10 10:16:00	True
One Day Service	HEAD OFFICE - BATTARAMULLA	1678424460.0	2023-03-10 10:31:00	True
One Day Service	HEAD OFFICE - BATTARAMULLA	1678425360.0	2023-03-10 10:46:00	True
One Day Service	HEAD OFFICE - BATTARAMULLA	1678426260.0	2023-03-10 11:01:00	True
One Day Service	HEAD OFFICE - BATTARAMULLA	1678427160.0	2023-03-10 11:16:00	True
One Day Service	HEAD OFFICE - BATTARAMULLA	1678428060.0	2023-03-10 11:31:00	True
One Day Service	HEAD OFFICE - BATTARAMULLA	1678428960.0	2023-03-10 11:46:00	True
One Day Service	HEAD OFFICE - BATTARAMULLA	1678429860.0	2023-03-10 12:01:00	True
One Day Service	HEAD OFFICE - BATTARAMULLA	1678430760.0	2023-03-10 12:16:00	True
One Day Service	HEAD OFFICE - BATTARAMULLA	1678431660.0	2023-03-10 12:31:00	True
One Day Service	HEAD OFFICE - BATTARAMULLA	1678432560.0	2023-03-10 12:46:00	True
One Day Service	HEAD OFFICE - BATTARAMULLA	1678437060.0	2023-03-10 14:01:00	True
One Day Service	HEAD OFFICE - BATTARAMULLA	1678437960.0	2023-03-10 14:16:00	True
One Day Service	HEAD OFFICE - BATTARAMULLA	1678438860.0	2023-03-10 14:31:00	True
One Day Service	HEAD OFFICE - BATTARAMULLA	1678439760.0	2023-03-10 14:46:00	True
